demo,T,success,ted,ted_norm,sal,sal_norm,jerk,path_len,path_len_norm
demo_0,118,1.0,0.08098850685565644,0.0006922094603047558,30.790275332159162,0.2631647464287108,9.988602117253945,0.9378979758246587,0.008016222015595374
demo_1,118,1.0,0.06193000195301828,0.0005293162560087032,35.31479424205796,0.3018358482227176,8.60161556824517,0.9882447149336888,0.008446536025074263
demo_10,126,1.0,0.032599818071955736,0.0002607985445756459,34.5193618158083,0.2761548945264664,12.231734719969827,1.2708788242901379,0.010167030594321103
demo_100,156,1.0,0.0392621927664043,0.0002533044694606729,59.73778485304029,0.38540506356800186,9.67352840101573,1.1360039108298978,0.007329057489225147
demo_101,146,1.0,0.08946094274337918,0.0006169720189198564,53.54225081614039,0.3692569021802785,10.707014788127507,1.0720428659213759,0.007393399075319834
demo_102,128,1.0,0.07673585176127973,0.000604219305206927,44.16047393259769,0.34772026718580856,12.03443828805387,0.9524342189845167,0.007499482039248164
demo_103,165,1.0,0.050696214494578215,0.0003091232591132818,47.4981771170337,0.28962303120142496,11.927587615416826,1.293152460880403,0.007885075980978068
demo_104,144,1.0,0.08856621022707523,0.0006193441274620645,62.372165656256975,0.43616899060319564,10.42894313764844,0.9528372849201623,0.006663197796644492
demo_105,172,1.0,0.08174743194745854,0.00047805515758747683,54.41648053142179,0.31822503234749583,7.452434329629744,1.3620115800397254,0.007964980000232312
demo_106,127,1.0,0.04639610736562101,0.00036822307433032547,40.634590527905914,0.3224967502214755,13.884159921195392,1.0668810046668937,0.008467309560848364
demo_107,204,1.0,0.04199867327069205,0.0002068900161117835,68.62271935092879,0.3380429524676295,9.474242272449755,1.4850763778056815,0.007315647181308776
demo_108,155,1.0,0.055369648094178714,0.0003595431694427189,43.73479062646663,0.283992146925108,11.445002284703511,1.23829411334243,0.008040870865859934
demo_109,119,1.0,0.11446468261460273,0.0009700396831745994,46.976919862028026,0.3981094903561697,18.14663229166464,0.9510115164545336,0.008059419630970625
demo_11,140,1.0,0.045415217472038034,0.0003267281832520722,36.85911042750533,0.265173456312988,9.044675835086068,1.3494260506173859,0.009708101083578315
demo_110,144,1.0,0.11679407254292601,0.0008167417660344476,48.10668865947965,0.3364104102061514,17.45041871769864,1.2721038788885546,0.008895831320898983
demo_111,152,1.0,0.13057982306398094,0.0008647670401588142,63.67126626009468,0.42166401496751443,15.178720788600913,1.3446079032042606,0.008904688100690467
demo_112,127,1.0,0.04843601045674672,0.00038441278140275174,45.775823702560125,0.36330018811555653,14.822035629473007,1.030779088622884,0.008180786417641937
demo_113,153,1.0,0.15633892479562597,0.0010285455578659603,57.00426539032284,0.3750280617784398,19.229494515106257,1.4317628892467744,0.00941949269241299
demo_114,155,1.0,0.019638082602598524,0.0001275200168999904,56.4851917467351,0.36678695939438377,9.221403472043296,1.3800719484585184,0.008961506158821549
demo_115,152,1.0,0.1450386639843132,0.000960520953538498,48.963156834776754,0.324259316786601,13.089554667176786,1.2444135473043956,0.00824114931989666
demo_116,139,1.0,0.0614082413993063,0.0004449872565167123,48.49311238779657,0.35139936512896064,8.233138348350735,1.0591328673318403,0.007674875850230727
demo_117,152,1.0,0.05004627682438595,0.00033143229685023807,46.30977833010483,0.3066872737093035,9.274684348002852,1.2267311420520866,0.00812404729835819
demo_118,182,1.0,0.05239833483928784,0.0002894935626479991,57.825112068323534,0.31947575728355543,8.051790401251308,1.137634330736987,0.006285272545508215
demo_119,185,1.0,0.05889037100816278,0.0003200563641747977,43.55561169016023,0.23671528092478383,9.444548106043975,1.544788626434215,0.008395590361055517
demo_12,113,1.0,0.021850738941806003,0.00019509588340898217,37.95480941268617,0.3388822268989836,17.988271224826114,1.164607494784034,0.010398281203428875
demo_120,178,1.0,0.07725419988190498,0.0004364644061124575,47.592294147975004,0.2688830177851695,9.439598404639444,1.5386457307185815,0.008692913732873342
demo_121,125,1.0,0.11015583838527349,0.0008883535353651087,26.33223794086261,0.21235675758760167,10.14312964644367,1.0179185414176808,0.008209020495303877
