demo,T,success,ted,ted_norm,sal,sal_norm,jerk,path_len,path_len_norm
demo_0,127,1.0,0.04329847497715966,0.00034363869029491797,29.395172341306935,0.23329501858180107,8.987420161263833,0.8559087883855797,0.006792926891949045
demo_1,123,1.0,0.0625420221892403,0.000512639526141314,37.44051952324739,0.30688950428891304,10.298108036112163,0.8503856928054395,0.006970374531192127
demo_10,159,1.0,0.05264622878347021,0.0003332039796422165,47.28127375044965,0.29924856804082056,10.061686159741347,0.8536581673703507,0.005402899793483232
demo_100,258,1.0,0.013631016349960234,5.3038974124358884e-05,77.84289016707982,0.3028906232182094,10.451217110680101,0.9377724151443896,0.0036489199032855627
demo_101,298,1.0,0.13700292869156108,0.00046128932219380834,112.9363235239728,0.380256981562198,9.96097938791851,0.9915255222626436,0.003338469771928093
demo_102,282,1.0,0.09461391607025155,0.0003367043276521407,98.6714507462448,0.3511439528336114,7.437318334664064,0.9089951232960445,0.003234858090021511
demo_103,340,1.0,0.10876539325349173,0.0003208418680044004,112.18465741088457,0.33092819295246184,7.418012219605214,1.0073318116750973,0.002971480270428016
demo_104,170,1.0,0.05728545781614832,0.00033896720601271196,60.0627269806251,0.35540075136464555,7.154326942524742,0.7650926895230632,0.004527175677651261
demo_105,235,1.0,0.015947860738775445,6.815325102040788e-05,76.94355808933777,0.3288186243134093,8.598722877037511,1.101320721829723,0.004706498811238132
demo_106,185,1.0,0.0361141143488443,0.00019627236059154512,71.01253381336798,0.38593768376830423,8.8419907630501,0.8731327195979927,0.004745286519554308
demo_107,213,1.0,0.05959029208170925,0.0002810862834042889,57.710676479848324,0.27222017207475624,6.445246186020666,0.7555615784226533,0.0035639697095408173
demo_108,270,1.0,0.031822089247727614,0.00011829772954545581,86.35789167465208,0.32103305455260994,6.475317313135661,1.0830632480156477,0.004026257427567463
demo_109,260,1.0,0.006144921180227739,2.3725564402423703e-05,91.77209976578635,0.35433243152813265,7.523180344100657,0.937017970866044,0.003617830003343799
demo_11,145,1.0,0.18539955948520598,0.001287496940869486,50.15920599993943,0.3483278194440238,7.8246764931829995,0.8696620274255313,0.006039319634899523
demo_110,218,1.0,0.005431544513500782,2.50301590483907e-05,64.94962648418455,0.2993070344893297,6.12016558009233,0.8583246960907045,0.003955413346040113
demo_111,232,1.0,0.04167493422056035,0.00018041097065177642,69.18688807073653,0.2995103379685564,8.502924505003078,0.9769228241067969,0.004229103134661459
demo_112,207,1.0,0.23097775200170162,0.001121251223309231,70.1572167381312,0.34056901329189904,6.64049804324489,0.9187915848967662,0.004460153324741583
demo_113,227,1.0,0.08935545202274972,0.0003953781062953527,70.10010184435087,0.3101774417891632,8.584294469600124,0.865324652421815,0.0038288701434593584
demo_114,206,1.0,0.10650329878457059,0.0005195282867540028,85.65643898626928,0.41783628773789894,10.624618780445937,0.869365743598154,0.004240808505356849
demo_115,290,1.0,0.13365560164359408,0.0004624761302546508,118.14595345877146,0.40880952753900157,11.768566151216838,1.080328181225878,0.003738159796629336
demo_116,199,1.0,0.01975198155273771,9.97574825895844e-05,70.44339783772101,0.3557747365541465,8.717901681953746,0.783800956026959,0.003958590687004843
demo_117,194,1.0,0.023759144340259494,0.00012310437481999738,63.57241465337341,0.3293907494993441,7.593897212978365,0.8348645465168779,0.004325723038947554
demo_118,332,1.0,0.06763665486943399,0.00020434034703756493,48.82487051945378,0.1475071616901927,10.639808892155257,1.2132298611835115,0.0036653470126390077
demo_119,197,1.0,0.017399397139607194,8.877243438575098e-05,68.12920255975743,0.34759797224366035,9.090428254540129,0.8202771054639458,0.0041850872727752335
demo_12,154,1.0,0.030214508814998403,0.0001974804497712314,49.94534565492031,0.3264401676792177,16.516912975237023,0.9822709928052138,0.00642007184840009
demo_120,237,1.0,0.03872169993866022,0.00016407499974008567,88.58043969208619,0.3753408461529076,8.364379299177832,0.9055139755123425,0.0038369236250522984
demo_121,217,1.0,0.09715447058130888,0.0004497892156542078,76.31828196841413,0.35332537948339876,6.614669822776527,0.9155423436484897,0.0042386219613356
demo_122,168,1.0,0.051066524319837936,0.00030578757077747267,50.31247659055311,0.30127231491349166,6.98625342169163,0.8542405853860369,0.0051152130861439335
demo_123,179,1.0,0.047589676258379406,0.00026735773178864836,55.11964566767036,0.3096609307172492,13.371856405894702,0.8493253899476894,0.004771490954762299
demo_124,198,1.0,0.036201794440969964,0.00018376545401507595,54.61957491058887,0.2772567254344612,7.609316194157055,0.8401080986287417,0.004264508114866709
demo_125,155,1.0,0.09111529769113219,0.0005916577772151441,51.782587103129394,0.3362505656047363,9.063236999458123,0.8042239771734765,0.005222233618009588
demo_126,281,1.0,0.1050546033918497,0.00037519501211374896,94.26757769803521,0.3366699203501258,10.616573060070897,0.944697427742065,0.0033739193847930893
demo_127,218,1.0,0.09192695976214628,0.00042362654268270175,82.73447124386311,0.3812648444417655,6.485609018332967,1.1166804036671214,0.005145992643627287
demo_128,259,1.0,0.10876534295556349,0.0004215710967269903,99.09727982781003,0.384097983828721,8.45823816677778,0.8116090454775964,0.0031457714940992107
demo_129,151,1.0,0.013199079941813793,8.799386627875862e-05,55.50078568833382,0.37000523792222545,15.006026322956258,0.75350910947458,0.005023394063163867
demo_13,166,1.0,0.0609170296593994,0.00036919411914787515,55.17471253171446,0.3343921971619058,12.375414383081392,1.0194217131721937,0.00617831341316481
demo_130,298,1.0,0.1655023066185468,0.0005572468236314707,109.67325612591858,0.3692702226461905,8.301381980436492,1.0773505304973916,0.003627442863627581
demo_131,220,1.0,0.13517763699906452,0.0006172494840139932,67.3912126966325,0.3077224324047146,9.667435970972086,0.92191308710105,0.004209648799548173
demo_132,356,1.0,0.13336641979888267,0.00037568005577150046,114.94148380286316,0.323778827613699,11.418697421760637,1.522931171332573,0.004289946961500206
demo_133,203,1.0,0.08653261687347759,0.00042837929145285935,76.79842840273936,0.3801902396175216,13.925710417345035,0.9180669743152976,0.004544886011461869
demo_134,190,1.0,0.004854617918957359,2.5685809095012484e-05,60.003204119762955,0.3174772704749363,7.193889674909052,0.8713925125685542,0.004610542394542615
demo_135,237,1.0,0.07542422766511188,0.0003195941850216605,65.76739266536684,0.2786753926498595,8.208416660643591,1.0464520712573386,0.004434118946005672
demo_136,248,1.0,0.05408967508007105,0.00021898653878571275,72.5463430153905,0.29370989075056886,7.175256201516835,1.0264705565122052,0.004155751240940102
demo_137,223,1.0,0.012922715680880293,5.821043099495627e-05,72.08323721379043,0.3246992667287857,9.014056305055323,0.960609696886745,0.0043270707066970495
demo_138,263,1.0,0.039687763603673994,0.0001514800137544809,77.0609066584713,0.29412559793309656,6.84657119104682,0.9003791277305423,0.003436561556223444
demo_139,180,1.0,0.035231961294043365,0.00019682659940806348,61.03195793458094,0.34096065885240745,7.751361192971795,0.7215562727233253,0.004031040629739247
demo_14,154,1.0,0.1465718160960949,0.0009579857261182674,42.09239911491041,0.2751137197052968,11.176013211358502,0.8966972836859126,0.005860766560038645
demo_140,175,1.0,0.01422758560440635,8.176773335865719e-05,61.26809185523504,0.3521154704323853,5.8951626219158415,0.8321672342259214,0.004782570311643227
demo_141,174,1.0,0.05847375503699939,0.0003379985840288982,62.35708639689883,0.36044558610924177,6.811553017274445,0.7876148236635396,0.004552686841985778
demo_142,255,1.0,0.023019708633917405,9.062877414928112e-05,99.43911115346586,0.3914925635963223,9.94617567750488,0.9396657232408832,0.00369947135134206
demo_143,176,1.0,0.1546366795782479,0.0008836381690185594,61.14701925189233,0.3494115385822419,11.544508157462582,0.756424058963307,0.00432242319407604
demo_144,173,1.0,0.05448234902178823,0.0003167578431499316,62.32062137609246,0.3623291940470492,6.959720297574795,0.8125414750804203,0.004724078343490815
demo_145,330,1.0,0.09122178045315625,0.0002772698494016907,112.57475926088532,0.3421725205498034,6.242137171022578,1.212544570812223,0.003685545807939888
demo_146,193,1.0,0.04956826118277826,0.0002581680269936368,59.94297274817099,0.31220298306339056,8.145718351642126,0.795292117852539,0.00414214644714864
demo_147,263,1.0,0.045767127007911,0.0001746836908698893,90.50354368796954,0.34543337285484554,8.28139669295563,0.9110595135270467,0.003477326387507812
demo_148,210,1.0,0.10293165983241137,0.0004924959800593846,73.4255982002514,0.35131865167584403,9.608124815399245,0.8198161152167089,0.003922565144577555
demo_149,200,1.0,0.059161987854571246,0.000297296421379755,63.63098734872794,0.31975370526998964,8.926517764966134,0.7818189568745786,0.003928738476756676
